"","Nome","X","X.1","RT","Squadra.x","Kap.","X350K..8.","X350K..10.","X500K..8.","X500K..10.","M.V.","Pres.","Id","R","Squadra.y","Pg","Mv","Mf","Gf","Gs","Rp","Rc","R+","R-","Ass","Asf","Amm","Esp","Au"
"133","BUONGIORNO",49,NA,"
                        
                                                  D
                        

                        ","Torino",1,0.99,1.16,0.96,1.16,NA,NA,"2724","D","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","BURGIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4380","C","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","BUSI",160,NA,"
                        
                                                  D
                        

                        ","Parma",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","CACCIATORE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","D","Cagliari","16","5.67","5.57","0","0","0","0","0","0","0","0","1","1","0"
"137","CACERES",306,NA,"
                        
                                                  D
                        

                        ","Fiorentina",10,11.33,11.43,10.04,12.56,NA,NA,"287","D","Fiorentina","27","5.98","5.91","1","0","0","0","0","0","0","0","8","1","0"
"138","CAICEDO",589,NA,"
                        
                                                  A
                        

                        ","Lazio",24,27.24,33.91,29.73,34.81,NA,NA,"2284","A","Lazio","30","6.09","6.86","9","0","0","1","0","1","1","0","7","0","0"
"139","CALABRESI",99,NA,"
                        
                                                  D
                        

                        ","Cagliari",4,NA,4.22,NA,NA,NA,NA,"2745","D","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","CALABRIA",442,NA,"
                        
                                                  D
                        

                        ","Milan",14,15.58,19.32,14.11,17.56,NA,NA,"357","D","Milan","25","5.76","5.8","1","0","0","0","0","0","1","0","2","2","0"
"141","CALAFIORI",94,NA,"
                        
                                                  D
                        

                        ","Roma",3,NA,1.64,NA,0.5,NA,NA,"4945","D","Roma","1","6.5","6.5","0","0","0","0","0","0","0","0","0","0","0"
"142","CALDARA",334,NA,"
                        
                                                  D
                        

                        ","Atalanta",10,11.57,14.36,10.75,13.08,NA,NA,"1847","D","Atalanta","14","5.77","5.81","0","0","0","0","0","0","1","0","1","0","0"
"143","CALDERONI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4470","D","Lecce","26","5.71","6.02","3","0","0","0","0","0","2","0","7","0","0"
"144","CALDIROLA",352,NA,"
                        
                                                  D
                        

                        ","Benevento",11,12.39,12.7,11.29,14.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","CALHANOGLU",608,NA,"
                        
                                                  C
                        

                        ","Milan",28,32.89,39.74,39.64,46.95,NA,NA,"2194","C","Milan","35","6.3","7.24","8","0","0","1","1","0","8","1","6","0","0"
"146","CALIGARA",85,NA,"
                        
                                                  C
                        

                        ","Serie Minori",3,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","CALLEGARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2760","C","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","CALLEJON",475,NA,"
                        
                                                  C
                        

                        ","Fiorentina",15,25.61,35.66,19.62,26.52,NA,NA,"406","C","Napoli","33","5.95","6.52","4","0","0","0","0","0","6","1","2","0","0"
"149","CALO",204,NA,"
                        
                                                  C
                        

                        ","Serie Minori",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","CALVANO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2642","C","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","CAMBIAGHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4436","A","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2504","C","Juventus","8","5.57","5.43","0","0","0","0","0","0","0","0","2","0","0"
"153","CANCELO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2310","D","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","CANDELA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4458","D","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","CANDREVA",604,NA,"
                        
                                                  C
                        

                        ","Sampdoria",26,26.84,32.37,23.68,26.53,NA,NA,"332","C","Inter","32","6.22","6.87","5","0","0","0","0","0","5","2","5","0","0"
"156","CANGIANO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4483","A","Bologna","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","CAPEZZI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"173","C","Sampdoria","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","CAPRADOSSI",96,NA,"
                        
                                                  D
                        

                        ","Spezia",3,NA,NA,NA,0.88,NA,NA,"454","D","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","CAPRARI",500,NA,"
                        
                                                  A
                        

                        ","Benevento",16,18.64,22.88,18.57,21.3,NA,NA,"1958","A","Parma","30","5.94","6.42","4","0","0","1","1","0","0","0","3","1","0"
"160","CAPUTO",638,NA,"
                        
                                                  A
                        

                        ","Sassuolo",43,54,67.46,68.62,74.96,NA,NA,"2819","A","Sassuolo","36","6.32","8.31","19","0","0","2","2","0","6","0","3","0","0"
"161","CARBONI",178,NA,"
                        
                                                  D
                        

                        ","Cagliari",6,NA,5.06,NA,NA,NA,NA,"4925","D","Cagliari","7","5.5","5","0","0","0","0","0","0","0","0","2","2","0"
"162","CARLES PEREZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4884","A","Roma","14","5.96","6.38","1","0","0","0","0","0","2","1","2","0","0"
"163","CARNESECCHI",7,NA,"
                        
                                                  P
                        

                        ","Serie Minori",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","CASASOLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4391","D","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","CASSANDRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4438","D","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","CASSATA",284,NA,"
                        
                                                  C
                        

                        ","Genoa",9,NA,NA,NA,1.06,NA,NA,"2213","C","Genoa","24","5.66","5.66","2","0","0","0","0","0","0","0","9","2","0"
"167","CASTAGNE",406,NA,"
                        
                                                  C
                        

                        ","Estero",13,NA,NA,NA,NA,NA,NA,"2197","D","Atalanta","27","6.08","6.18","1","0","0","0","0","0","1","0","4","0","0"
"168","CASTILLEJO",462,NA,"
                        
                                                  A
                        

                        ","Milan",14,16.6,17.24,17.17,19.62,NA,NA,"2692","C","Milan","22","6.21","6.61","2","0","0","0","0","0","2","1","3","0","0"
"169","CASTRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"112","C","SPAL","22","5.95","6.19","2","0","0","0","0","0","0","0","2","0","0"
"170","CASTROVILLI",564,NA,"
                        
                                                  C
                        

                        ","Fiorentina",20,20.73,24.26,26.12,25.82,NA,NA,"4377","C","Fiorentina","33","6.35","6.53","3","0","0","0","0","0","2","0","10","0","0"
"171","CATALDI",291,NA,"
                        
                                                  C
                        

                        ","Lazio",9,NA,NA,NA,1.06,NA,NA,"333","C","Lazio","21","6.09","6.22","1","0","0","0","0","0","0","0","3","0","0"
"172","CECCHERINI",279,NA,"
                        
                                                  D
                        

                        ","Verona",9,8.39,8.65,6.3,6.3,NA,NA,"1891","D","Fiorentina","15","5.85","5.7","0","0","0","0","0","0","0","0","3","0","0"
"173","CELESIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4954","D","Torino","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","CEPPITELLI",299,NA,"
                        
                                                  D
                        

                        ","Cagliari",9,3.82,6.25,NA,1.72,NA,NA,"1866","D","Cagliari","16","6.03","6.13","2","0","0","0","0","0","0","0","5","0","1"
"175","CERAVOLO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2246","A","Parma","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176","CEROFOLINI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2294","P","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","CERRI",340,NA,"
                        
                                                  A
                        

                        ","Cagliari",10,NA,NA,NA,NA,NA,NA,"306","A","SPAL","19","5.73","6.07","2","0","0","0","0","0","0","0","2","0","0"
"178","CETIN",183,NA,"
                        
                                                  D
                        

                        ","Verona",7,2.78,2.67,NA,1.23,NA,NA,"4519","D","Roma","6","5.8","5.4","0","0","0","0","0","0","0","0","2","1","0"
"179","CHABOT",187,NA,"
                        
                                                  D
                        

                        ","Spezia",7,3.41,4.56,5.28,6.64,NA,NA,"4403","D","Sampdoria","8","5.88","6.06","1","0","0","0","0","0","0","0","1","1","0"
"180","CHANCELLOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4429","D","Brescia","26","5.73","5.94","3","0","0","0","0","0","0","0","3","0","1"
"181","CHIELLINI",444,NA,"
                        
                                                  D
                        

                        ","Juventus",14,15.8,19.45,15.37,18.8,NA,NA,"288","D","Juventus","4","6.12","6.88","1","0","0","0","0","0","0","0","0","0","0"
"182","CHIESA",634,NA,"
                        
                                                  C
                        

                        ","Juventus",41,41.39,45.64,38.95,48.49,NA,NA,"2002","C","Fiorentina","34","6.31","7.15","9","0","0","2","1","1","5","0","7","0","0"
"183","CHIRICHES",221,NA,"
                        
                                                  D
                        

                        ","Sassuolo",7,3.46,4.29,6,5.7,NA,NA,"640","D","Sassuolo","9","5.61","5.61","0","0","0","0","0","0","0","0","0","0","0"
"184","CHIRONI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4889","P","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185","CICIRETTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2243","C","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","CIGARINI",228,NA,"
                        
                                                  C
                        

                        ","Crotone",7,3.62,3.34,NA,4.06,NA,NA,"20","C","Cagliari","22","6.02","5.98","0","0","0","0","0","0","1","2","6","1","0"
"187","CIOCCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4929","P","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"188","CIONEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"780","D","SPAL","28","5.63","5.43","0","0","0","0","0","0","0","0","11","0","0"
"189","CIPRIANO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4509","D","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","CISSE' K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2247","A","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","CISTANA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4442","D","Brescia","21","5.79","5.74","1","0","0","0","0","0","0","0","6","1","0"
"192","CLEONISE",75,NA,"
                        
                                                  A
                        

                        ","Genoa",2,NA,3.8,NA,0.84,NA,NA,"4865","A","Genoa","4","6","6","0","0","0","0","0","0","0","0","2","0","0"
"193","COLIDIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2844","A","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","COLLEY",398,NA,"
                        
                                                  D
                        

                        ","Sampdoria",12,14.51,17.71,11.81,14.5,NA,NA,"2784","D","Sampdoria","31","5.76","5.63","0","0","0","0","0","0","1","0","10","0","0"
"195","COLLEY E.",254,NA,"
                        
                                                  A
                        

                        ","Verona",8,NA,4.43,7.03,5.65,NA,NA,"4435","C","Atalanta","5","6","6.25","0","0","0","0","0","0","1","0","1","0","0"
"196","COLOMBATTO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2828","C","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","COLOMBI",57,NA,"
                        
                                                  P
                        

                        ","Parma",1,0.78,1.33,NA,0.53,NA,NA,"412","P","Parma","4","6.25","5.25","0","4","0","0","0","0","0","0","0","0","0"
"198","COLOMBO",71,NA,"
                        
                                                  A
                        

                        ","Serie Minori",2,NA,1.68,NA,NA,NA,NA,"4923","A","Milan","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","CONSIGLI",447,NA,"
                        
                                                  P
                        

                        ","Sassuolo",14,15.93,19.82,14.67,19.22,NA,NA,"509","P","Sassuolo","31","6.11","4.42","0","55","1","0","0","0","0","0","1","0","0"
"200","CONTI",313,NA,"
                        
                                                  D
                        

                        ","Parma",10,11.3,11.34,12.76,14.65,NA,NA,"11","D","Milan","23","5.69","5.6","0","0","0","0","0","0","2","0","8","0","0"
"201","CONTINI",26,NA,"
                        
                                                  P
                        

                        ","Napoli",1,2.01,2.07,1.01,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","CORBO",6,NA,"
                        
                                                  D
                        

                        ","Serie Minori",1,NA,NA,NA,NA,NA,NA,"4365","D","Bologna","2","4.75","4.5","0","0","0","0","0","0","0","0","1","0","0"
"203","CORDAZ",333,NA,"
                        
                                                  P
                        

                        ","Crotone",10,11.27,13.56,NA,5.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","CORIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2780","C","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","CORNELIUS",456,NA,"
                        
                                                  A
                        

                        ","Parma",14,15.75,16.47,20.23,17.46,NA,NA,"2163","A","Parma","26","6.2","7.83","12","0","0","0","0","0","2","0","1","0","0"
"206","CORREA",605,NA,"
                        
                                                  A
                        

                        ","Lazio",26,26.65,35.02,28.52,36.11,NA,NA,"495","A","Lazio","30","6.27","7.13","9","0","0","1","0","1","2","0","0","0","0"
